# source: http://www.bco-dmo.org/dataset-deployment/453044
#  version: 06April2010 
#  PI: Minnett 
#  Radiosonde profiles of atmospheric temperature, humidity, wind speed and direction
# 
Filename    date_UTC  time_UTC  lat     lon     Hmax   Pmin   N     Id         Time_Min  Time_Sec  Height  Pressure  Temperature  RH  Dewp  PotTem  VapP  MixR  Dir  Speed  
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         4         1171    877.1     12.8         30  -4.3  297.0   4.4   3.1   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         6         1177    876.4     12.7         30  -4.4  296.9   4.4   3.1   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         8         1183    875.8     12.7         31  -4.0  297.0   4.6   3.2   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         10        1189    875.2     12.6         30  -4.5  296.9   4.4   3.1   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         12        1195    874.5     12.6         30  -4.5  297.0   4.4   3.1   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         14        1203    873.7     12.5         30  -4.6  297.0   4.4   3.1   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         16        1210    873.0     12.5         30  -4.6  297.0   4.4   3.1   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         18        1214    872.6     12.4         30  -4.7  297.0   4.3   3.1   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         20        1222    871.8     12.4         29  -5.1  297.1   4.2   3.0   324  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         22        1230    870.9     12.3         29  -5.2  297.0   4.2   3.0   325  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         24        1236    870.3     12.2         29  -5.3  297.0   4.1   3.0   325  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         26        1244    869.4     12.1         29  -5.4  297.0   4.1   2.9   325  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         28        1250    868.8     12.1         29  -5.4  297.0   4.1   2.9   326  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         30        1255    868.4     12.1         29  -5.4  297.1   4.1   2.9   326  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         32        1263    867.5     12.1         29  -5.4  297.2   4.1   2.9   327  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         34        1275    866.2     11.9         29  -5.6  297.1   4.0   2.9   328  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         36        1289    864.8     11.8         29  -5.6  297.1   4.0   2.9   330  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         38        1302    863.5     11.7         29  -5.7  297.1   4.0   2.9   331  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         40        1314    862.2     11.6         29  -5.8  297.2   4.0   2.9   333  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         42        1326    861.0     11.5         28  -6.4  297.2   3.8   2.7   334  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         44        1336    859.9     11.5         27  -6.8  297.3   3.7   2.7   336  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         46        1344    859.1     11.4         27  -6.9  297.3   3.6   2.6   338  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         48        1357    857.8     11.3         26  -7.5  297.3   3.5   2.5   339  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         50        1365    857.0     11.3         25  -8.0  297.4   3.4   2.4   341  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         52        1375    855.9     11.3         24  -8.5  297.5   3.2   2.3   342  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         54        1385    854.9     11.3         23  -9.1  297.6   3.1   2.2   343  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         56        1397    853.6     11.2         22  -9.7  297.6   2.9   2.1   344  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         58        1409    852.4     11.1         22  -9.8  297.6   2.9   2.1   345  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         0         1420    851.4     11.1         21  -10.4  297.7   2.8   2.0   346  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         2         1430    850.3     11.1         21  -10.4  297.8   2.8   2.0   346  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         4         1432    850.1     11.1         21  -10.4  297.9   2.8   2.0   347  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         6         1434    849.9     11.1         20  -11.0  297.9   2.6   1.9   347  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         8         1438    849.5     11.0         19  -11.7  297.8   2.5   1.8   347  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         10        1442    849.1     11.0         19  -11.7  297.9   2.5   1.8   348  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         12        1448    848.4     11.0         19  -11.7  297.9   2.5   1.8   348  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         14        1452    848.0     11.0         19  -11.7  298.0   2.5   1.8   348  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         16        1458    847.4     11.0         22  -9.9  298.0   2.9   2.1   348  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         18        1462    847.0     11.0         25  -8.3  298.1   3.3   2.4   348  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         20        1468    846.4     11.1         27  -7.2  298.2   3.6   2.6   348  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         22        1473    846.0     11.1         28  -6.7  298.3   3.7   2.7   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         24        1479    845.3     11.1         27  -7.2  298.3   3.6   2.6   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         26        1485    844.7     11.1         27  -7.2  298.4   3.6   2.6   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         28        1491    844.1     11.1         27  -7.2  298.5   3.6   2.6   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         30        1497    843.5     11.1         28  -6.7  298.5   3.7   2.7   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         32        1501    843.1     11.1         29  -6.2  298.6   3.8   2.8   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         34        1507    842.5     11.1         31  -5.4  298.6   4.1   3.0   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         36        1513    841.8     11.0         32  -5.0  298.6   4.2   3.1   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         38        1519    841.2     10.9         34  -4.3  298.5   4.4   3.3   349  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         40        1525    840.6     10.8         34  -4.4  298.5   4.4   3.3   348  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         42        1529    840.2     10.8         35  -4.0  298.5   4.5   3.4   348  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         44        1538    839.4     10.7         35  -4.1  298.5   4.5   3.3   348  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         46        1544    838.8     10.6         36  -3.8  298.5   4.6   3.4   348  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         48        1552    837.9     10.6         36  -3.8  298.6   4.6   3.4   347  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         50        1554    837.7     10.5         36  -3.9  298.5   4.6   3.4   347  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         52        1560    837.1     10.5         37  -3.6  298.5   4.7   3.5   347  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         54        1568    836.3     10.4         37  -3.6  298.5   4.7   3.5   347  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         56        1574    835.7     10.3         37  -3.7  298.5   4.6   3.5   346  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   7         58        1580    835.1     10.3         37  -3.7  298.5   4.6   3.5   346  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         0         1588    834.3     10.2         36  -4.2  298.5   4.5   3.4   346  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         2         1592    833.9     10.2         36  -4.2  298.6   4.5   3.4   346  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         4         1599    833.3     10.2         36  -4.2  298.6   4.5   3.4   346  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         6         1605    832.6     10.1         36  -4.3  298.6   4.5   3.3   345  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         8         1609    832.2     10.1         36  -4.3  298.6   4.5   3.3   345  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         10        1615    831.6     10.0         36  -4.4  298.6   4.4   3.3   345  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         12        1623    830.8     9.9          36  -4.5  298.6   4.4   3.3   344  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         14        1629    830.2     9.9          36  -4.5  298.6   4.4   3.3   344  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         16        1635    829.6     9.8          37  -4.2  298.6   4.5   3.4   343  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         18        1641    829.0     9.8          38  -3.8  298.6   4.6   3.5   343  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         20        1647    828.4     9.7          39  -3.6  298.6   4.7   3.5   342  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         22        1653    827.8     9.6          40  -3.3  298.6   4.8   3.6   341  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         24        1659    827.2     9.6          40  -3.3  298.6   4.8   3.6   340  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         26        1665    826.6     9.5          40  -3.4  298.6   4.8   3.6   339  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         28        1674    825.8     9.4          40  -3.5  298.5   4.7   3.6   338  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         30        1680    825.2     9.4          40  -3.5  298.6   4.7   3.6   337  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         32        1686    824.6     9.3          40  -3.6  298.6   4.7   3.5   335  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         34        1692    824.0     9.3          40  -3.6  298.6   4.7   3.5   335  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         36        1698    823.3     9.2          40  -3.7  298.6   4.7   3.5   334  6      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   8         38        1706    822.5     9.2          40  -3.7  298.7   4.7   3.5   333  6      
